246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246;246
28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13
24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75
183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183;183
62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62
163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163;163
277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277;277
87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87;87
148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148
43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234;234
86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86;86
105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105;105
54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54
228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228;228
113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113;113
112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112
145;145;145;145;145;145;145;145;145;145;145;145;145;145;145;145;145;145;145;145;145
821;821;821;821;821;821;821;821;821;821;821;821;821;821;821;821;821;821;821;821;821
39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
178;178;178;178;178;178;178;178;178;178;178;178;178;178;178;178;178;178;178;178;178
128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128;128
134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134;134
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998;998
68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68
99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99
287;287;287;287;287;287;287;287;287;287;287;287;287;287;287;287;287;287;287;287;287
111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111
14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148;148
25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54
131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131;131
64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64;64
49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
625;625;625;625;625;625;625;625;625;625;625;625;625;625;625;625;625;625;625;625;625
81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81
112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112;112
10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84;84
263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263;263
22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
190;190;190;190;190;190;190;190;190;190;190;190;190;190;190;190;190;190;190;190;190
89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89
212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212;212
30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164
52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52
269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269;269
